PC,Gene,Loading
PC236,ZNF350,0.18205816503904867
PC236,MID1,0.15607223164992506
PC236,BTG2,-0.1398167373914338
PC236,CDHR1,-0.13819426916898403
PC236,B4GALT7,-0.13731844542517638
PC236,SDS,0.134037080621982
PC236,MGST3,0.12382873891955014
PC236,ELL3,0.12290935503624714
PC236,SERPINA3,0.1163193075289369
PC236,EIF4E2,0.11002512423463409
PC237,CX3CL1,0.16355260479426012
PC237,PALB2,0.15911910388871037
PC237,ZNF280B,-0.14411016233916002
PC237,ACOT9,-0.13051307363084058
PC237,PLXNB1,0.13010619110061747
PC237,CENPU,-0.11914380709142791
PC237,MGST3,0.11644774992248796
PC237,SUMO3,0.11505059455710595
PC237,ZNF362,0.11478566523245075
PC237,FRMD1,-0.11377404208995753
PC238,ARL4A,0.15832269244122432
PC238,GPR137B,-0.13800355866507236
PC238,TSPAN31,0.1354301384147943
PC238,F2RL1,-0.13324736650519914
PC238,STAT6,0.1328683096442485
PC238,KLHL29,0.13278102657002266
PC238,DDX39A,-0.12560156924751648
PC238,ZDHHC4,-0.11907775603303072
PC238,CLCNKB,-0.1175420105424548
PC238,PABPC3,-0.11575747582881377
PC239,CLCA2,0.14245368422896243
PC239,STYXL1,0.1398334959493142
PC239,NFASC,0.13290330222963206
PC239,TTLL7,-0.1325691559261496
PC239,LYPD1,0.1270935723926569
PC239,PSMB1,-0.11689760033938335
PC239,LYZ,-0.11408886899782762
PC239,SYNM,-0.11109426027568481
PC239,MPC1,0.11050549619296308
PC239,NCAM2,-0.10842503353362794
PC240,FOXC1,0.15507491455997752
PC240,DCXR,-0.14677337823973327
PC240,MTRR,-0.1399582063959326
PC240,PABPC3,-0.13306704130928868
PC240,TP53I3,-0.13113890038905424
PC240,CCND1,-0.13064658996636905
PC240,PHF2,0.12781386924187096
PC240,ZNF362,-0.12252452810865692
PC240,SDC1,0.11224085693849987
PC240,SLC20A1,-0.11194451157344977
PC241,MAGED2,0.20368756699565221
PC241,NCAM2,-0.14463986505865387
PC241,ABCF1,-0.13792736704737782
PC241,COL4A5,0.12772516422859526
PC241,CSTB,0.12740446101603756
PC241,PEX6,-0.12339371179089824
PC241,MZF1,-0.12237753628336939
PC241,SYNE1,-0.11972865022373834
PC241,RTL8C,-0.11859095262121101
PC241,DHFR,0.11649208527005955
PC242,SERPINB5,0.15405276333546136
PC242,H3C3,-0.15091628041002675
PC242,PER2,-0.141315381134868
PC242,SCGB2A2,-0.13545069050978295
PC242,PARD3,0.12707004007956224
PC242,RXRG,-0.12275581820303431
PC242,KCNS3,-0.1214751175922566
PC242,TYMS,-0.11912983871371237
PC242,SLC29A2,-0.11628500789298349
PC242,CNNM4,0.11454073554083588
PC243,KANK1,0.17006417202634713
PC243,MZF1,-0.15628725415806047
PC243,ZNF362,-0.14740963700587417
PC243,MPC1,-0.13923416191613713
PC243,MGP,-0.1368318596503647
PC243,PLAT,0.13228941895942425
PC243,SPTLC2,0.1288453732277369
PC243,COL4A5,0.12875471063130328
PC243,EPHX3,-0.11986412889372282
PC243,ABCG1,-0.11812064680192463
PC244,PFKP,0.1649334291816173
PC244,TNKS,0.14359557601905176
PC244,SDC1,-0.1413634277933732
PC244,ELL3,0.13746553208873802
PC244,PIGO,-0.12599699997587535
PC244,LAMP3,0.12351445126974538
PC244,FRMD1,0.12317216874225613
PC244,ALG8,0.12081236134959861
PC244,TTLL4,0.11484436795370072
PC244,ARAP2,-0.11331094597783262
PC245,RAPGEF6,0.15622000158666902
PC245,DUSP10,0.15431021666833097
PC245,NOVA1,-0.14867667331657075
PC245,ALG8,0.13327577679064895
PC245,IL10RB,-0.12574086803041165
PC245,JPT1,0.125437033778612
PC245,SNX10,0.12182131060439552
PC245,DRC9,0.12168869021407445
PC245,NPY1R,0.11838093528156948
PC245,SERTAD3,-0.11754197975653786
PC246,RTL8C,0.16268686888615358
PC246,OCRL,-0.15045735402386817
PC246,MIR622,0.1386638856233426
PC246,LETM1,-0.12526558944201968
PC246,NFKBIE,0.1180783745277775
PC246,CRIP2,-0.11062653191541824
PC246,RPLP2P1,-0.11056698475855446
PC246,FCGRT,-0.11002212630253465
PC246,MRPS7,-0.10992680343783261
PC246,GALT,-0.10690689534824302
PC247,PFKP,0.16174152554159793
PC247,TCEAL1,-0.13751097296620235
PC247,FADS2,0.13269257292335848
PC247,LYZ,0.13265794323223967
PC247,SDC1,0.12829608719622373
PC247,IL6ST,0.12664635756277287
PC247,REXO5,-0.12649352854771498
PC247,MKI67,-0.12644685226206853
PC247,PNLIPRP2,0.11925830869237583
PC247,SYNE1,-0.11815310405025874
PC248,PIP4K2B,0.13005787655330156
PC248,SCUBE2,-0.12727107364221601
PC248,SHOC2,0.1227633903573603
PC248,SDF2,0.11989745145007925
PC248,P2RY2,0.11844858912464354
PC248,DDX39A,-0.11673672234003207
PC248,PGAM1,-0.11454794631589833
PC248,LYZ,-0.11441526016154446
PC248,SLC27A5,-0.11214843152967154
PC248,RPL23A,-0.11079838585138344
PC249,LETM1,0.16079507680744606
PC249,NCOR1,0.14358898977298015
PC249,SDC1,-0.13772669191454243
PC249,JPT1,0.12369423015509955
PC249,MINDY1,-0.12350368368301878
PC249,MYBL2,0.12169903128285192
PC249,COX11,-0.11355519444408385
PC249,EAF2,0.11331739782237961
PC249,DCTN6,0.1126863536426452
PC249,ST6GAL1,-0.10844792161556957
PC250,SDC1,0.15233123935711612
PC250,ATP1B3,-0.1461883673049116
PC250,IGFBP4,0.14593747419285055
PC250,STARD7,-0.1396445645356139
PC250,NME5,0.13381237236793175
PC250,SMCO4,0.13312383322809404
PC250,SYT1,0.12740151752570605
PC250,ZNF280B,0.11971317536094417
PC250,HECA,-0.11802241962396207
PC250,RAPGEF6,0.11468515806394457
PC251,ANXA3,0.18669445331661924
PC251,MED1,-0.14972996820149825
PC251,SERPINB5,-0.13200555573358622
PC251,EIF4E2,0.1272402446592746
PC251,DRC9,-0.12004382367302015
PC251,CTSB,0.11789635813904666
PC251,SLC27A3,0.11305188329077706
PC251,ZMYND11,-0.11289843055688255
PC251,SMAD3,0.11209024960890329
PC251,ZNF3,0.1120214033211599
PC252,KLHDC10,0.14100455482101704
PC252,CEP43,0.13858911683848674
PC252,MGST3,0.1317112474393226
PC252,STK17A,0.12624338952464928
PC252,MTRR,-0.1261432056930864
PC252,TSFM,0.12581367431924373
PC252,COQ3,-0.12168809906921081
PC252,GABRP,-0.11180462429650431
PC252,SLAMF7,0.11093677225804813
PC252,DRC9,0.11042832738956378
PC253,TCEAL1,0.15124616123123882
PC253,IKBKE,0.14079979194224754
PC253,KRT18,0.14033920443673958
PC253,RXRG,-0.1231810441200664
PC253,ZNF3,-0.1195342670208181
PC253,B4GALT7,-0.11816362017858283
PC253,TRPC4AP,0.11799957355540573
PC253,ACTR3B,-0.1170084869956583
PC253,MZF1,0.11679771207457708
PC253,WBP11,0.11466356639165269
PC254,KRT17,0.16280318163379387
PC254,ZNF350,0.12550086415989628
PC254,GAK,0.1248512532766212
PC254,GALNT10,-0.123469488011879
PC254,NUSAP1,0.12144109496237177
PC254,GRHPR,-0.11950806528801879
PC254,NFX1,0.11862913295534379
PC254,PABPC3,0.11336335431572428
PC254,MTHFD2,-0.10996699131486645
PC254,COX11,-0.10838595446549497
PC255,GALT,0.14946393728861979
PC255,MMP1,0.13509052491588677
PC255,IL20RA,0.12363504069607564
PC255,RXRG,-0.12321192417403386
PC255,PIM2,-0.12317446865472956
PC255,SMCO4,-0.11805199484739971
PC255,SDC1,-0.1168497835090654
PC255,F2RL1,-0.11446761447146511
PC255,CLCNKB,0.11369476525713546
PC255,SERPINA3,0.11239321213056244
PC256,TYMS,0.14087535667554804
PC256,ARAP2,-0.13792952644440007
PC256,MGST3,-0.1368574218812207
PC256,C19orf73,-0.13016039009507369
PC256,BCL2,0.12885249944708382
PC256,TTLL4,0.12610574171573566
PC256,RETSAT,-0.1254595337702689
PC256,IL10RB,-0.1250284056249734
PC256,TNNT1,0.12481974421556544
PC256,BTG2,-0.1234053271988664
PC257,POFUT2,0.18372999140708035
PC257,NCAPG,-0.13555381278395282
PC257,TRIM29,0.13537713438513665
PC257,GALNT10,0.1267633645575835
PC257,ZNF814,-0.12349193733277046
PC257,STK26,-0.12173895801618283
PC257,IDI1,-0.11694348966685178
PC257,GAMT,0.11655644193029119
PC257,PLAT,-0.11616167501185323
PC257,DIO2,0.11597678781563392
PC258,BLTP2,0.19608041551976155
PC258,MCM5,-0.15223818713775036
PC258,CENPBD2P,-0.1513523986569711
PC258,EXO1,0.13542460967346823
PC258,CLSTN1,0.13193401033544971
PC258,MZF1,0.13098431209869152
PC258,PLXNB1,-0.12809312032378548
PC258,COX11,-0.1252851366205478
PC258,F8,0.1226572234301968
PC258,DCXR,-0.11863342507198837
PC259,SUGCT,0.16407982203583352
PC259,ZNF280B,0.13621908292022977
PC259,NFKBIE,0.13258908021981167
PC259,CLCNKB,-0.13197269719814123
PC259,SLC29A2,-0.12538692902618387
PC259,TNS2,-0.12187421290853656
PC259,LZTS3,0.11871689269752897
PC259,CA12,-0.11738560333539615
PC259,SOX13,0.11637355199467146
PC259,PDP1,-0.11361411541270679
PC260,ESPL1,0.1667661859927899
PC260,STAT6,-0.15142381547110706
PC260,OSER1,-0.1467885313729243
PC260,STARD3,-0.13679471319599268
PC260,SNRPG,-0.13325063577573146
PC260,CZIB,0.13135849440973613
PC260,STK26,0.12963634321568457
PC260,IFNGR2,0.12123104184251114
PC260,KCNN4,0.12032302509506818
PC260,COX11,-0.11539228398077613
PC261,STK17A,0.20156738396301174
PC261,GRB2,-0.1698114949223659
PC261,ZNF587,0.16475266309944075
PC261,ASPN,0.15693742733674412
PC261,EXO1,-0.14882342299228873
PC261,AGR2,-0.14207515036276885
PC261,CALML5,-0.13821514464616716
PC261,FIG4,0.1339831290093388
PC261,CREB3,0.12705659795940477
PC261,TIMP2,-0.1266225190330889
PC262,CEACAM6,0.13207569906368835
PC262,TYMS,0.1288617841130489
PC262,STYXL1,-0.12756277828282256
PC262,DCAF10,0.12679786973087814
PC262,HMGA1,-0.12043572672607142
PC262,PABPC3,0.12028242874134765
PC262,SYNM,-0.11986379466738803
PC262,PCSK7,-0.11686360458260776
PC262,COA3,-0.11326907678764987
PC262,KIT,0.11312739385163693
PC263,POLR1G,0.1499512761757061
PC263,PPARD,0.14870737389993952
PC263,RBM38,0.14696404104470484
PC263,SFRP1,-0.14341341767773105
PC263,HIP1,-0.14194277991631868
PC263,ZDHHC4,-0.14128038086487615
PC263,NOVA1,-0.13822741723929285
PC263,HECA,0.1242850361238626
PC263,OSER1,-0.12320377854224975
PC263,CREB3,0.11496762909670395
PC264,TBX10,0.1516109798815307
PC264,TSPAN31,-0.15102498876515025
PC264,KCNS3,-0.14906311093391333
PC264,MAGED2,-0.14636974598067665
PC264,SOX9,0.1452625240107651
PC264,F2RL1,-0.1444695840790496
PC264,RXRG,0.13614607035992002
PC264,LZTS3,0.12528240418812112
PC264,PGAM1,0.12078957380488436
PC264,ST6GAL1,-0.11361620915915366
PC265,ATP1B3,0.19592406645802188
PC265,ZNF362,0.13218187626011835
PC265,SDC1,-0.13106891540580806
PC265,F3,0.128415879009535
PC265,MTHFD2,-0.12623940025960334
PC265,LAMA3,-0.12515813766687175
PC265,MYBL2,0.11539845046693953
PC265,F8,0.11281352846475168
PC265,WDR76,-0.11121121457489758
PC265,FGB,0.11112401222732998
PC266,CCND1,0.16541086680462735
PC266,LAMP3,0.15723909395878255
PC266,GALNT3,0.12812898783064916
PC266,CCNB2,-0.12083910633470693
PC266,SERPINA3,-0.12074570505319265
PC266,CNNM4,0.12027906933312943
PC266,FCGRT,0.11584627365000383
PC266,NFKBIE,0.11145547087573258
PC266,DIO2,0.10942129853531135
PC266,AAGAB,-0.10913466287437185
PC267,SOX9,0.17367481271137436
PC267,ATP1B3,-0.17151144006759395
PC267,OSER1,0.14261272816840814
PC267,NARF,-0.13794163469651657
PC267,TK1,0.12279714884800019
PC267,GPHN,0.11482990246401514
PC267,GALNT3,-0.11213455863408547
PC267,BLTP2,-0.10895846228070452
PC267,GALNT10,0.10683728209242593
PC267,CDKN2A,-0.10478932415609624
PC268,ARHGEF2,0.16055923789302046
PC268,NAT1,-0.1385474198769069
PC268,RABEP1,-0.13699716080476482
PC268,TFPI,-0.13144762828017026
PC268,BTD,-0.12837801146825814
PC268,ACOT9,0.12817629010864331
PC268,GABRP,-0.12506657677378763
PC268,TDO2,0.12423486707622042
PC268,SCGB2A2,0.12142968415948074
PC268,PARD3,0.12076300656149352
PC269,KRT14,0.14614971761102066
PC269,CENPU,-0.13186678000214694
PC269,HEATR6,-0.12845907201502496
PC269,SERPINA3,0.12300387253962625
PC269,ACACB,-0.12155244552969015
PC269,NCAPG,-0.12043655747587038
PC269,REXO5,0.12026174802966122
PC269,RASAL2,0.11782502164548961
PC269,EAF2,0.11681206890995928
PC269,LAMA3,-0.11470567700184058
PC270,CCND1,0.15023077037129978
PC270,RORC,-0.12785761770002543
PC270,ZNF225,-0.12576910327443977
PC270,CENPU,-0.12371921405992849
PC270,CDC20,0.11883819179787757
PC270,MIR622,-0.11514831812841536
PC270,CNN1,-0.1109656417829017
PC270,KRT14,-0.11082578448552288
PC270,TMED9,-0.11028093237785933
PC270,OCRL,0.10979643982499145
PC271,NDRG1,0.1873653649265769
PC271,MCM5,-0.15428990883392874
PC271,PIM2,0.14482785301903836
PC271,TPBG,-0.133266131938289
PC271,AAGAB,0.13153849058588046
PC271,CELSR2,-0.12950137463472686
PC271,FIG4,-0.1293226759353357
PC271,DRC9,-0.12711584854302438
PC271,ADM,-0.12341791187343684
PC271,TBC1D31,-0.11399711846835454
PC272,CCNB2,0.16811811766582274
PC272,SCUBE2,-0.16645512420937678
PC272,EIF4E2,0.13785721443443877
PC272,BIRC5,0.13755558538525908
PC272,B4GALT7,-0.13708410737921164
PC272,DUSP10,-0.136113547432487
PC272,MTHFD2,0.11969899335928844
PC272,CCNB1,-0.1171502025187849
PC272,FIG4,-0.11617463252234596
PC272,SMCO4,-0.11316855290524708
PC273,JPT1,0.1676401572129473
PC273,ZMYND8,0.15136988724257697
PC273,FER,0.14489828321076348
PC273,GAMT,-0.140597263657615
PC273,DPAGT1,-0.139267057977621
PC273,FOXC1,0.13683131990759712
PC273,EPHX3,0.12965757853469267
PC273,TESMIN,-0.12140152560384632
PC273,MIA,-0.11284628597803241
PC273,NEDD9,0.11264625060476754
PC274,CSTB,0.19378835514296466
PC274,MAGED2,-0.14571998118551222
PC274,POLG2,0.14181986413339223
PC274,SLC29A2,0.1381026025119423
PC274,LAMP3,0.12812053441940485
PC274,IDI1,-0.12646268058060922
PC274,IKBKE,-0.12232862342316445
PC274,XBP1,-0.11215479746666372
PC274,GABRP,-0.11183058816400124
PC274,MKI67,0.11061888344710072
PC275,SCPEP1,0.15236068730829663
PC275,LAMP3,-0.14883515753739918
PC275,GAMT,-0.1481946899338505
PC275,ATG5,-0.14376332843495454
PC275,CDKN2A,-0.1418335571439121
PC275,TCEAL1,0.13513527110870102
PC275,PEX6,-0.12522934804071886
PC275,PIGO,0.12457893549121593
PC275,MTHFD2,0.12352186737707281
PC275,SLC39A6,-0.12025299950237467
PC276,ADCY1,0.14428915553939625
PC276,GREB1,-0.13712388077983267
PC276,ZNF516,0.12226981426265032
PC276,TBX10,0.12210658978904664
PC276,ADM,0.12088387763305254
PC276,TP53TG1,-0.1195924150728453
PC276,HECA,-0.11787259450691698
PC276,GATA3,-0.11705956554170019
PC276,ATG5,-0.11616165211133045
PC276,EAF2,0.11538394749276601
PC277,TSPAN31,0.16849845921654924
PC277,ERBB2,0.14519977545651705
PC277,OCRL,0.14332061691712314
PC277,KIT,0.11802685306763802
PC277,PLAT,-0.1124772810564284
PC277,SUMO3,-0.11206390584783331
PC277,TNS2,0.10807689123007845
PC277,CEP55,-0.10603265416298072
PC277,EXO1,0.10418525218092045
PC277,CEACAM6,0.10263209778473038
PC278,TESMIN,0.16387136249097592
PC278,GPR137B,-0.15607841104133383
PC278,DHFR,-0.14060205140823032
PC278,TGIF2,-0.13661448101636375
PC278,ANXA2P2,-0.12831699297553228
PC278,ACTR3B,-0.1273525118156526
PC278,SOX11,0.12231847164275393
PC278,CNN1,-0.12060665988276967
PC278,ESPL1,0.11989798063509435
PC278,RASL11B,-0.11472995875704646
PC279,KRT5,0.1789705121052086
PC279,TSPAN13,-0.1455986990438794
PC279,KRT37,-0.1440402428113173
PC279,QRSL1,0.13769068715103236
PC279,TPBG,0.13355703024092722
PC279,MAGED2,0.12333772001549365
PC279,SCGB2A2,0.11907693571280964
PC279,KLHL29,0.11811321691473989
PC279,IDI1,0.11628896277113307
PC279,CTSB,-0.10595062758472437
PC280,CCNB2,0.15584616371198112
PC280,MTHFD2,0.14779224257197837
PC280,PPARD,0.14483100564670645
PC280,CLCNKB,-0.1367819178489371
PC280,MCCC2,0.13409440222487976
PC280,ACTR3B,0.12965619620147345
PC280,MRPS7,-0.12755389260623506
PC280,ZC3H7A,-0.12206500731757389
PC280,DIO2,-0.1219158506625499
PC280,TRIM23,-0.11905173988192594
PC281,CNNM4,0.1623778365250157
PC281,TSPAN31,-0.15518852580758746
PC281,SDF2,0.1462539016402491
PC281,PIP4K2B,-0.14008185498963682
PC281,UBE2C,-0.13092105756494118
PC281,ACACB,-0.12466886779797902
PC281,TYMS,0.12319936968113136
PC281,KRT18,0.11593702963666097
PC281,BTG2,-0.11585538235163048
PC281,ASPN,0.11211684836797972
PC282,NFX1,0.1545853224234543
PC282,SERTAD3,0.15332075665244677
PC282,ANXA2P2,-0.15145471767606428
PC282,PGAM1,0.14105495249766659
PC282,RBM38,-0.13306252240647246
PC282,MCM5,-0.12824591761051152
PC282,DHFR,-0.1214102809963203
PC282,ELMO2,-0.12077141947380168
PC282,RABEP1,0.1154209450687586
PC282,PLXNB1,-0.11127958853891101
PC283,TRIM29,0.17583452143982892
PC283,GSDME,-0.13828737715765804
PC283,CREB3,-0.12283017920121368
PC283,ADCY1,-0.12131911485198359
PC283,PADI2,-0.11978180278734538
PC283,NCAPG,-0.11724262933388317
PC283,BCL2,-0.11620698044393651
PC283,BIRC5,0.11515377956732004
PC283,NFKBIE,0.11167329607393853
PC283,KRT17,0.1113453541488175
