PC,Gene,Loading
PC163,TRIB2,0.12049221825934922
PC163,MIPEP,0.1203890554669763
PC163,DUSP10,-0.11918454113546163
PC163,HIP1,-0.11702640387874019
PC163,AP2B1,0.11395314650791427
PC163,FER,0.11233005134234478
PC163,ARL4A,-0.11119142768014695
PC164,NCAM2,0.15063563488235712
PC164,USP27X,0.14549116281578708
PC164,TFG,0.14205066249790127
PC164,CHN1,-0.13783214682485245
PC164,NCOR1,-0.1353680380424399
PC164,GNA15,0.1301984761818534
PC164,RPLP2P1,0.12935214955414254
PC164,PLEKHF1,-0.12515178576020988
PC164,SOX13,-0.11292904625871564
PC164,JUN,-0.1123414283759229
PC165,AKAP9,0.192094142392978
PC165,ZNF350,-0.17136825922813864
PC165,DOCK1,-0.1492587798139071
PC165,SLC39A8,-0.1342530013638742
PC165,PTN,-0.13180757548713923
PC165,TFPI2,-0.1300494145969851
PC165,PIM2,-0.12943503871934223
PC165,ZNF362,-0.12590723733936907
PC165,SPTLC2,0.1178242084508604
PC165,USP27X,-0.1167078910953543
PC166,TSFM,0.1400972705144606
PC166,GPHN,-0.1366354034855504
PC166,SPATA31C2,-0.13087124761701044
PC166,LZTS3,0.13037154422180733
PC166,TENM1,0.12923055187792834
PC166,TBC1D31,-0.12356134929106842
PC166,GAK,0.12244610132247029
PC166,TSPAN15,-0.12239568113627575
PC166,MOCS2,-0.11212049890051154
PC166,B4GALT7,0.11128793645273173
PC167,PDP1,0.13945199925280316
PC167,RTL8C,0.1253369127398315
PC167,CENPU,-0.12439238165578774
PC167,RARRES1,0.12285604092162414
PC167,PMAIP1,0.12282491192840672
PC167,STYXL1,-0.11840783091218937
PC167,TYMS,-0.11524072287200685
PC167,RABEP1,0.11033240466567587
PC167,SOX11,0.10930215784095539
PC167,RPLP2P1,0.10731955771384635
PC168,PEX6,0.1518336126317755
PC168,H4C13,-0.1418420563700841
PC168,PDLIM1,-0.13856858259995836
PC168,GAK,-0.13843707097525634
PC168,RPL23A,-0.1362643228147304
PC168,MSMO1,0.13528099326630622
PC168,RASA4,0.12449709349455265
PC168,IL20RA,0.12126745730704036
PC168,IL10RB,-0.11952885924447769
PC168,OSER1,0.11946867980491979
PC169,C1orf115,0.1763592034923694
PC169,TRIM45,0.14198829471962796
PC169,ZNF3,0.12454725388020026
PC169,LYZ,0.12319302889034406
PC169,NFASC,0.12236876802556974
PC169,MPC1,0.1129128965794477
PC169,DOCK1,-0.11258831349032641
PC169,LAMP3,0.10969922554291413
PC169,STYXL1,-0.10903547916481973
PC169,CDHR1,-0.10593000028873983
PC170,FCGRT,0.1535420784862242
PC170,ABCG1,-0.1534756131982898
PC170,C19orf73,0.1491738051562142
PC170,RORC,0.14769143122095685
PC170,CHN1,0.12887935961721514
PC170,TRIM45,-0.1236984818667726
PC170,SOX9,0.12274274852857715
PC170,GALNT7,0.11867389701398247
PC170,RTL8C,0.11698422816069992
PC170,MOCS2,-0.11585592890984746
PC171,TSPAN2,0.1553114234619857
PC171,ZMYND8,0.14980599263014702
PC171,PLEKHF1,-0.14162510884919263
PC171,NOVA1,0.14034887417944844
PC171,ACTR3B,0.1372023366953136
PC171,ATP13A1,0.12720983508290673
PC171,NARF,-0.12160760232567733
PC171,ARHGEF11,0.11934494396899495
PC171,CHN1,-0.11531392850241486
PC171,TYMS,0.11204036836803218
PC172,F2RL1,0.16035755275152472
PC172,TNNT1,-0.15585303995985134
PC172,SLC27A3,0.14586456011280124
PC172,ZNF225,0.13526360299788684
PC172,DIO2,0.13443270809010846
PC172,ENTPD1-AS1,-0.12953832668592602
PC172,PABPC3,0.12910920493975941
PC172,ARHGEF11,-0.12612320831640472
PC172,PLXNB1,0.1179408357388787
PC172,ADM,-0.11685549180851862
PC173,PADI2,0.1392313854367129
PC173,PTPN20,-0.13557448214205547
PC173,FADS2,-0.13388110229441716
PC173,TDO2,0.1314260303812573
PC173,ARAP2,0.13027561358110698
PC173,TK1,0.12889576258571253
PC173,RRM2,-0.12790748676430816
PC173,HIP1,0.1227347536914294
PC173,ARFGEF2,-0.12184103245360584
PC173,POFUT2,0.12117687599717084
PC174,PPP2R1A,0.1579126642662696
PC174,SRPK3,-0.1539849047934082
PC174,NPY1R,-0.14704840035612657
PC174,DHFR,-0.1386809655049604
PC174,CNNM4,-0.1284705430878394
PC174,FRMD1,-0.12510925257140085
PC174,MGP,-0.11872671185167513
PC174,GSDME,0.11756487372269672
PC174,ADCY1,-0.11736167412906104
PC174,PARD3,0.11734346205215504
PC175,DUSP10,0.16803916255781956
PC175,NFX1,-0.13723425152621557
PC175,LAMA3,-0.12970108236776282
PC175,CENPBD2P,-0.12330328317813496
PC175,DCXR,0.12159018333036162
PC175,PNLIPRP2,0.11864504886728322
PC175,DIO2,-0.11829760831328116
PC175,ZNF814,0.113906090272859
PC175,SDF2,0.11298032068357683
PC175,KANK1,-0.11254192624053905
PC176,CENPBD2P,0.13614721240250138
PC176,SPC25,0.13543946020108172
PC176,TLR5,0.13377938359073485
PC176,SDF2,-0.13008157664437295
PC176,SZRD1,-0.12675424499478322
PC176,F8,0.12662566823084712
PC176,HIP1,0.12075792202227799
PC176,TRIM29,0.11882187424489367
PC176,PIP4K2B,-0.1166366219323037
PC176,CCND1,-0.11634216100974244
PC177,PER2,0.149531298952344
PC177,NFKBIE,-0.14008376025400346
PC177,RAB33B,-0.13843785629220298
PC177,FRMD1,0.1362348609366839
PC177,ZNF225,0.12923864991815906
PC177,H3C7,0.1282506228526259
PC177,CNN1,0.12795641297037874
PC177,IL10RB,0.12285292381654297
PC177,POLR1G,-0.11989555197649901
PC177,TSPAN2,-0.1169768558461347
PC178,TLR5,0.17949905892501172
PC178,TSPAN15,0.1568732589020523
PC178,MGP,0.13891281017992863
PC178,TMEM255A,-0.13230437186668478
PC178,F8,-0.12690622592583364
PC178,SOSTDC1,0.12657716265555807
PC178,B4GALT7,0.12241026368444632
PC178,CX3CL1,-0.11933675067515592
PC178,SULT1A1,-0.11339497545044441
PC178,CHI3L1,0.11067353010995756
PC179,PEX6,0.15593927459839593
PC179,WDR76,0.1553663615067916
PC179,ZMYND11,-0.15382203648390608
PC179,RPLP2P1,-0.1521111593082689
PC179,COL4A5,0.14169223000699027
PC179,MIR622,0.12928119874442215
PC179,ARAP2,-0.12461705858561628
PC179,NFKBIE,-0.12039748972751828
PC179,CHRNA9,0.11989430461440492
PC179,H4C13,0.1179241126450599
PC180,ZMYND11,0.14697424366067707
PC180,CSTPP1,0.14183693174373488
PC180,CLCA2,-0.14067800806788977
PC180,OCRL,-0.13793746921806713
PC180,BTG2,-0.1286539568179101
PC180,EAF2,0.12725607153994745
PC180,GALNT3,0.12532422953734706
PC180,MIR622,-0.1179134805538455
PC180,CPT1A,0.11737841070830247
PC180,ZNF280B,0.11473762891985702
PC181,MAB21L4,0.1727856353892374
PC181,DCTN6,-0.13369698884868955
PC181,AAGAB,-0.13337133859585792
PC181,PADI2,-0.13288018112088618
PC181,DDO,0.12639146827161016
PC181,GLDC,0.1194519834794211
PC181,STAT6,-0.11814634846799449
PC181,MPPED2,-0.11639119501338865
PC181,PARM1,0.11412312367026026
PC181,SCUBE2,-0.11216724421380865
PC182,CHI3L1,0.17247945742341347
PC182,ANXA3,0.15291247120402687
PC182,STK26,0.1453426755958875
PC182,DRG2,0.12859024095243526
PC182,STYXL1,0.12741904250131209
PC182,DDO,-0.12423034462367696
PC182,IFT56,-0.12008153037767164
PC182,MTHFD2,-0.11677998080583545
PC182,LZTS3,-0.11527816214729852
PC182,SERTAD3,0.11093332885394344
PC183,NDRG1,0.14666256987009388
PC183,ABCF1,-0.14655744415963745
PC183,QRSL1,0.12893704442579934
PC183,SMCO4,-0.12605343076206332
PC183,MPPED2,-0.12401103194824192
PC183,CALML5,0.1236345997118823
PC183,EIF4E2,-0.1217375710720382
PC183,VIP,-0.11730702400827356
PC183,MRPS30,0.11218712546725253
PC183,TNS2,-0.11178270326810524
PC184,NDRG1,0.14729813002073236
PC184,NFX1,-0.13606028872225973
PC184,KIT,-0.133819093308863
PC184,SDS,0.13122558723304806
PC184,MIPEP,-0.12798185702192608
PC184,SPAG1,-0.12646491006516722
PC184,DCAF10,0.12392946071239654
PC184,IDI1,-0.12038527758259517
PC184,SLC12A7,-0.11999208602947654
PC184,PITPNC1,0.11855115640891187
PC185,NARF,0.14699341334209198
PC185,PER2,0.13748363735759417
PC185,COA4,-0.13682800547260968
PC185,SYNE1,0.12441080967660904
PC185,WBP11,0.12156114888349515
PC185,ARAP2,-0.11769808559085179
PC185,LDOC1,-0.11690679602135232
PC185,TCEAL1,-0.11679940828803102
PC185,ESR1,0.10971156167489313
PC185,ELF5,-0.10715992337692876
PC186,PALB2,0.15174718875255166
PC186,ZNF225,-0.14717656711457827
PC186,PLXNB1,-0.14203320722062696
PC186,TLR5,0.13502486082080156
PC186,ZC3H7A,-0.13195550947537749
PC186,OSER1,-0.12859116771603266
PC186,MTHFD2,-0.11466552843895651
PC186,GALR2,0.11200643103286959
PC186,CHI3L1,0.11186819956258075
PC186,ACOT9,0.10877447215294296
PC187,STK17A,0.15068007912638282
PC187,CLCA2,-0.1479661017245813
PC187,MCCC2,-0.14556807590745235
PC187,SMAD3,-0.1444119388934088
PC187,HEATR6,-0.13392725822086696
PC187,SPC25,-0.1271189103262971
PC187,LETM1,-0.1243424369639303
PC187,GALNT7,-0.12132405273090686
PC187,XYLT2,0.11829939213996932
PC187,GNA15,0.11601477749914013
PC188,TP53I3,0.1432185876505632
PC188,LYZ,-0.1216092075033562
PC188,PLEKHF1,-0.12148013500951159
PC188,PIP4K2B,-0.12146468970330694
PC188,SPC25,-0.1201319198429394
PC188,CARS1,-0.11835895559347444
PC188,NCOR1,0.11808173058350874
PC188,ADIPOR2,-0.11504541034381097
PC188,GSN,-0.11453851299062803
PC188,XK,-0.11442642613266507
PC189,ZNF225,0.158733883216516
PC189,XK,-0.13318295480000655
PC189,HIP1,0.13165374453779632
PC189,PARM1,0.1300431845096207
PC189,TFPI,-0.1279958384479344
PC189,EXO1,-0.12685402483008176
PC189,SFRP1,0.12450528083844137
PC189,RABEP1,-0.1240068587355193
PC189,TRPA1,-0.12375287710458609
PC189,DHFR,-0.12295562412999858
PC190,CX3CL1,0.157147353807902
PC190,PTGES,-0.14003458305583424
PC190,GPHN,-0.13746915606786198
PC190,FAM53C,-0.13162866587459135
PC190,FCGRT,0.12882469944524183
PC190,TSPAN31,-0.12597229700201978
PC190,NFX1,0.1245037452922208
PC190,RAPGEF6,0.11711286410523279
PC190,PLEKHF1,0.11554622189187211
PC190,NPY1R,0.1149525224336464
PC191,RORC,0.1897757601964406
PC191,BTD,0.1598979523540784
PC191,ABCF1,0.15285316594508633
PC191,PLEKHF1,-0.1520619547061169
PC191,TPBG,-0.14346416591466304
PC191,F2RL1,0.13848314543461152
PC191,HIP1,0.12873953189070309
PC191,TENM1,-0.11981788426445586
PC191,ZNF3,-0.11741208172753911
PC191,CRIP1,0.1165524723859518
PC192,GRHPR,0.18217594041659982
PC192,TNKS,-0.15174392929264677
PC192,MTRR,0.14933515415922716
PC192,ADIPOR2,0.14524086756477633
PC192,MPPED2,0.14122285846596694
PC192,TBC1D31,-0.13685710455566255
PC192,SLC20A1,-0.123102948243316
PC192,VIP,0.11981508677187389
PC192,PPARD,-0.11747649029626296
PC192,COL4A5,0.11454955378131493
PC193,CLCNKB,0.18012895671610613
PC193,VIP,-0.12542182674340396
PC193,PARD3,-0.12498272864865703
PC193,ATP13A1,0.12359305916263036
PC193,CREM,0.12347497874257583
PC193,COA4,0.11373007385852948
PC193,TRIB2,0.11343641641349021
PC193,SERPINB5,-0.11088390854591584
PC193,SLC20A1,-0.1095737352719283
PC193,PIM2,-0.108871789234355
PC194,EXO1,0.15754248784461886
PC194,PIM2,-0.1361139763315214
PC194,IGFBP4,-0.12865841540363762
PC194,GAMT,0.12243223443732529
PC194,SLC27A3,-0.12038730824916698
PC194,C19orf73,0.11856767518175396
PC194,LAMP3,0.11623583882729024
PC194,MMP3,0.11605971410498438
PC194,NEDD9,0.1135706728173873
PC194,WBP11,-0.1125756447234115
PC195,CPT1A,0.1513878743089504
PC195,FAM53C,0.14422466178054472
PC195,DCAF10,-0.1436673812325422
PC195,STAT6,-0.1418222265034529
PC195,TFG,0.13875492353810223
PC195,CDKN2A,-0.13229070099881132
PC195,MAP3K7CL,-0.13142459570929035
PC195,SPATA31C2,-0.1285457908529164
PC195,KMO,-0.12712087724868762
PC195,FCGRT,-0.12667604624572235
PC196,LYZ,0.17128386708767604
PC196,ATG5,-0.13909456073976997
PC196,PTGES,0.13388124243339103
PC196,C19orf73,0.13277386893140095
PC196,SUMO3,-0.13244063491160982
PC196,IFNGR2,-0.11652384393250072
PC196,MYB,-0.11531694495685067
PC196,NCOR1,-0.11504970743410485
PC196,TCEAL1,0.11453941945585178
PC196,TNS2,0.113919289107339
PC197,CX3CL1,0.16691524291928997
PC197,ATP13A1,-0.14270459143350664
PC197,ACACB,0.13302620863305498
PC197,SOX11,0.12704669507481078
PC197,ZDHHC4,0.12563255448775548
PC197,PCSK7,-0.12334431710977317
PC197,RABEP1,-0.12311788227829318
PC197,MGP,-0.12214761293139216
PC197,TLR5,-0.12024029736637812
PC197,KIT,-0.11654522557195189
PC198,GALR2,0.17803288586258006
PC198,ZNF280B,0.14370254905914134
PC198,TBC1D31,-0.14198448141410286
PC198,NARF,0.14121838723923275
PC198,AP3M2,-0.1384510222844315
PC198,TNKS,0.13608243431459133
PC198,CALML5,-0.13233827541121318
PC198,CELSR2,0.12487094747586189
PC198,ARFGEF2,-0.11881844963874652
PC198,PDLIM1,0.11709632608666035
PC199,TNNT1,0.13515841263669778
PC199,MID1,0.11966582588963101
PC199,NFX1,-0.1188403742965087
PC199,POFUT2,-0.11799943050323763
PC199,EXO1,-0.11659205776851872
PC199,SERPINB5,-0.11570105604901211
PC199,LAMP3,-0.11562981630643906
PC199,TNKS,-0.11384058246507339
PC199,DHFR,0.11252887140605225
PC199,SOSTDC1,-0.10928973604185574
PC200,AKAP9,0.1471991365868028
PC200,PIP4K2B,0.14487835748356684
PC200,GABRP,-0.13561671255953217
PC200,MYBL2,-0.1344400867327648
PC200,CDHR1,-0.13029868764992414
PC200,TRPC4AP,-0.12992771868326214
PC200,NAT1,-0.12876095299866128
PC200,ARHGEF2,-0.12038355924340288
PC200,UBE2Z,-0.11637341173028326
PC200,C1orf115,0.11582321348539971
PC201,MMP3,0.16927926067286647
PC201,MYBL2,0.1589090180822866
PC201,EAF2,-0.1563638171311363
PC201,RPLP2P1,0.1337368723547909
PC201,MAP3K7CL,-0.13333279121189362
PC201,MMP1,-0.12877519512845895
PC201,HEATR6,-0.12711317389643312
PC201,MYB,-0.12505263403686703
PC201,CLCA2,0.11884233741291822
PC201,CHI3L1,0.11697289957325145
PC202,STX7,0.18571889420494464
PC202,ACOT9,0.15387601276860827
PC202,IFNGR2,0.1325281053947517
PC202,EXO1,0.12218119373107034
PC202,TFPI2,-0.12067671522011972
PC202,NOVA1,0.11966890002761875
PC202,SYNM,-0.11912158978122071
PC202,TRIM23,0.11827865023308938
PC202,PNLIPRP2,0.11225065892298099
PC202,TYMS,-0.11126669933339198
PC203,PEX6,0.16056997773026915
PC203,SLC20A1,0.13886415398238014
PC203,TNS2,0.1381420037988465
PC203,BTG2,0.13116195713133655
PC203,MAP3K7CL,0.12653660055617152
PC203,CLCNKB,-0.11673068839069656
PC203,KIT,-0.11523819394359956
PC203,SUGCT,-0.10889595213883771
PC203,DDX39A,-0.10755389478805699
PC203,SPC25,-0.10711872943652101
PC204,COQ6,0.19053756823979354
PC204,MAB21L4,0.16011450713625072
PC204,PIP4K2B,-0.14121231193729455
PC204,LZTS3,-0.14104814515524358
PC204,LAMP3,0.1380098240479136
PC204,IGFBP4,0.13540089463218064
PC204,PALB2,-0.1293664264176861
PC204,COX11,0.12752334340748203
PC204,GSN,-0.12006829236179137
PC204,AP2B1,-0.11740635167174279
PC205,TCEAL1,0.18844816686420018
PC205,VIP,0.15344177779554033
PC205,COL4A5,0.1401813114761591
PC205,MAB21L4,0.13133706466096481
PC205,CDKN2A,0.12792944768423062
PC205,FCGRT,0.1208180546980028
PC205,ANXA2P2,-0.11975165064112728
PC205,F3,0.11424778397969426
PC205,DHFR,-0.11365221250225296
PC205,NFASC,0.1130216640661971
PC206,TSPAN15,0.15652369097570812
PC206,EXO1,-0.15639358816970492
PC206,KRT14,0.13126523550640956
PC206,RTL8C,0.12992558654743475
PC206,SUGCT,-0.12705180689061285
PC206,TGIF2,-0.12455540869712138
PC206,SLAMF7,-0.12302423355320144
PC206,PPARD,0.12201534478642435
PC206,COQ6,-0.12152988321284122
PC206,RASL11B,0.11793531393299198
PC207,SYT1,0.2231256886510015
PC207,MAP3K7CL,-0.16080789343317461
PC207,WDR76,0.14987913365370056
PC207,RASA4,-0.14329584102424225
PC207,CNN1,0.1373815729615328
PC207,MGST3,-0.12937919040751217
PC207,PTN,-0.1263736030420288
PC207,IFT56,0.12402260832782395
PC207,TYMS,-0.12235479537602054
PC207,ELL3,-0.12019754003279465
PC208,GALNT10,0.16555247011100066
PC208,SNX10,-0.13134761933433062
PC208,TGIF2,0.13070833001141685
PC208,ADM,0.12982246473915296
PC208,RASAL2,0.12955578612309654
PC208,RBM38,-0.12541400300816394
PC208,RARRES1,-0.12306035106312699
PC208,H4C13,0.12200210563093054
PC208,PER2,0.11517312184917808
PC208,TNKS,0.10925714019244122
PC209,NFASC,0.13775706487382483
PC209,SDC1,0.13385212143207803
PC209,TMED9,0.1315749379558593
PC209,ZNF587,0.12707096289421146
PC209,IL10RB,0.12012301941569639
PC209,CCND1,-0.1148508784799098
PC209,SYNM,0.11441848233223355
PC209,TSPAN31,-0.11426952266760104
PC209,COL4A5,-0.11392520256076644
PC209,DRC9,-0.11343817519240128
PC210,GPR137B,0.15622166487915295
PC210,STARD7,0.1515999311784046
PC210,PPP2R1A,-0.144741081989441
PC210,NFASC,0.13854933617651805
PC210,NPY1R,0.13851794258328803
PC210,KLHDC10,-0.134682121950152
PC210,RORC,0.13425388927285753
PC210,C1orf115,0.12931883167209254
PC210,HIP1,0.12687913996157496
PC210,SCGB2A1,-0.12628588568644472
PC211,ZC3H7A,0.1622540773782054
PC211,F2RL1,0.15919109751690694
PC211,SERTAD3,-0.13780619377397796
PC211,TP53I3,0.13478005939799442
PC211,ADIPOR2,0.12148210776058088
PC211,ECM2,0.12126483306283643
PC211,GREB1,0.1199079665670235
PC211,POFUT2,0.11983238982032282
PC211,NME5,-0.11573295566107389
PC211,TRIM23,0.1132482154237103
PC212,ZMYND11,0.17671084168235057
PC212,TESMIN,-0.15127606066063443
PC212,SLAMF7,-0.14569942163850413
PC212,TNNT1,0.1327873266290503
PC212,CLCNKB,-0.12918469678978825
PC212,ASPN,-0.12299564732867244
PC212,F3,0.121899455179172
PC212,ABCG1,-0.12024002249846302
PC212,TENM1,-0.11973894317653298
PC212,FOXC1,-0.11661295222473053
PC213,IFNGR2,0.13635013579237074
PC213,MKI67,0.13125930611043185
PC213,LYZ,0.13014051165870333
PC213,ELF5,0.12940314937382852
PC213,CCND1,-0.1283847820304147
PC213,RAPGEF6,0.12709952587727488
PC213,TP53I3,0.12546253992151618
PC213,CELSR2,0.12185605549969362
PC213,RPS15,0.11088682107818068
PC213,TSPAN2,-0.11078732251532877
PC214,ATP13A1,0.17344991108128693
PC214,FAM53C,-0.17010302311123315
PC214,TSFM,0.15404044562274546
PC214,DIO2,0.13388173094580397
PC214,TMED9,0.12116840593396297
PC214,DRC9,0.12044978386771332
PC214,RTL8C,-0.11910617247819359
PC214,CPT1A,0.1167120755717606
PC214,OSER1,0.11296630102933616
PC214,GABRP,-0.11072115209750305
PC215,BTD,0.14390082432893506
PC215,ELF5,0.13819975017338165
PC215,GREB1,-0.13352837556582742
PC215,PIM2,0.12817213945654615
PC215,CX3CL1,-0.12041557711274128
PC215,ST6GAL1,-0.11953938906034714
PC215,DRG2,0.11116194742541087
PC215,MIA,-0.10962904441271851
PC215,SCUBE2,0.10958171445389422
PC215,PADI2,-0.10678027039243798
PC216,RAB33B,0.16626315647698703
PC216,IFT56,-0.16559944323584452
PC216,RXRG,0.16089754119648325
PC216,COQ3,0.1543188464067209
PC216,CLCNKB,-0.13661286363501826
PC216,NFX1,0.13317248861078002
PC216,ATP1B3,-0.1201800891322437
PC216,ZNF350,0.11862961846018621
PC216,ELL3,-0.11608107343825425
PC216,MATN2,0.11249139916665421
PC217,MIPEP,0.17011877074382736
PC217,SLC29A2,0.12434426364630496
PC217,ELF5,0.12224093913481501
PC217,AAGAB,-0.12169535230934413
PC217,LYPD1,0.12131588093710707
PC217,ZMYND11,0.11635594187458435
PC217,AP2B1,-0.11522130991677515
PC217,H3C3,-0.11131519985974364
PC217,FRMD1,-0.11120700210981943
PC217,GAK,0.11070153216345985
PC218,MMP3,0.13065172957662485
PC218,SLC29A2,-0.12923452016571602
PC218,CLSTN1,-0.12773997877553914
PC218,MIR622,-0.12572131506550221
PC218,PFKP,0.1238622060336079
PC218,TBX10,0.12319959141584834
PC218,RETSAT,0.1208558970852396
PC218,SLC27A5,0.12048287370031681
PC218,ALG8,0.11549746384337053
PC218,GALNT10,0.11403001371659341
PC219,CENPU,0.13958141213530817
PC219,ACACB,-0.12755640878408217
PC219,TDO2,-0.12398756782246696
PC219,PIP4K2B,0.11762467565799459
PC219,MCM5,-0.11700015744202646
PC219,PEX6,0.11396546265719289
PC219,DCXR,-0.11113051996864547
PC219,SERPINA3,-0.10678909343692658
PC219,KLHDC10,0.1066844344147173
PC219,PLAT,-0.10338848765397991
PC220,KRT7,0.13420886377223853
PC220,TGIF2,-0.1277805702862797
PC220,HMGA1,-0.1276332329771487
PC220,RETSAT,-0.12534697538331002
PC220,XK,0.11966558820805318
PC220,GAMT,-0.11950363352516301
PC220,ADCY1,0.11718975091969178
PC220,GREB1,0.11678947617404553
PC220,ACTR3B,0.11469313761277473
PC220,MGST3,0.11096286727920834
PC221,MINDY1,0.19126644280622823
PC221,PTPN1,0.15437254482014845
PC221,ASPN,-0.14865531414729471
PC221,SPTLC2,0.14319601088853848
PC221,POFUT2,0.1365044067267825
PC221,MRPS30,-0.12448780254653163
PC221,SDS,0.12350277292533075
PC221,CHI3L1,-0.11610784663882007
PC221,LAMP3,-0.11241046468357432
PC221,STX7,-0.11220082169588629
PC222,CSTPP1,0.1382295193674376
PC222,NIN,-0.1382100806022698
PC222,RAB33B,-0.13676497732989606
PC222,SCUBE2,0.1228665230709275
PC222,COA3,0.12285741122254376
PC222,TLR5,-0.12031618149763929
PC222,SPAG1,0.11896446758310213
PC222,TRIM23,-0.11595001932938913
PC222,REXO5,-0.11545259543857193
PC222,PIM2,-0.11510566356957741
PC223,NAT1,0.16363651194653794
PC223,DHFR,-0.14066412395194444
PC223,BCL2,0.138871702909054
PC223,ACOT9,0.13605719866834237
PC223,CTSB,0.13300692789100937
PC223,GAK,0.13169056313147542
PC223,KRT7,-0.12618492585987096
PC223,PTTG1,0.12566371666703485
PC223,LYPD1,-0.12443466017137132
PC223,MIR622,0.12206528570953115
PC224,GFRA1,0.16206177971492297
PC224,ACOT9,0.12717187037957572
PC224,PTGES,0.1265398743696343
PC224,DCAF10,-0.1199153294132366
PC224,RXRG,0.11685423562486763
PC224,HECA,-0.11484933064103764
PC224,FRMD1,0.11079229811610511
PC224,SULT1A1,-0.11007879194368485
PC224,NDRG1,-0.10630353992538324
PC224,LYZ,0.10576182281520788
PC225,PER2,0.1530741718995102
PC225,ZNF362,0.14549430657359824
PC225,SCPEP1,0.14376352395729625
PC225,TYMS,0.12741808567610885
PC225,DEK,-0.12702138579838107
PC225,TP53TG1,-0.12551802067221407
PC225,CLSTN1,0.12496692377355231
PC225,TTLL7,-0.12453669087109187
PC225,SMCO4,-0.12334408825645629
PC225,GABRP,-0.12028499434694524
PC226,NCOR1,0.16023825122707694
PC226,PDLIM1,0.1376323814547114
PC226,LRRC59,-0.13617204016139398
PC226,PGAM1,-0.13380812694482994
PC226,SERTAD3,0.13156842793772386
PC226,CLCA2,-0.12682530210827667
PC226,SYNM,-0.12365871334782438
PC226,GALT,-0.12056789773832251
PC226,TRPC4AP,0.11731157247997691
PC226,UBE2Z,-0.11429336529171295
PC227,EXO1,0.12824157003177883
PC227,PNLIPRP2,-0.12815595323954926
PC227,SOX11,0.11985814789113436
PC227,RACGAP1,-0.11675400343591937
PC227,ARFGEF2,-0.11631295012741127
PC227,MID1,0.1141350815898713
PC227,MIR622,0.11314070314438995
PC227,ANXA3,-0.11100451794136387
PC227,ELMO2,-0.11039654890993798
PC227,COX11,-0.1102244492297192
PC228,MED1,0.13997916570256538
PC228,PIP4K2B,0.13076601590492654
PC228,KRT37,-0.12528397300577188
PC228,EXO1,-0.12475427126254542
PC228,NME1,-0.12430254877856536
PC228,CEP43,-0.11963496254248672
PC228,MINDY1,-0.1193114308370047
PC228,SMCO4,-0.11275369006462435
PC228,PIGO,-0.11071054355249217
PC228,BIRC5,0.10622799159311536
PC229,ABCG1,0.15016381835400183
PC229,SRPK3,0.14590246272536078
PC229,ADM,0.13623455821249486
PC229,CX3CL1,0.13220338069368479
PC229,TPBG,-0.12382545533718205
PC229,PIM2,0.12065055513466368
PC229,PABPC3,0.11502774120148165
PC229,DPAGT1,-0.11422686972145282
PC229,MAB21L4,0.10787785475075876
PC229,PPARD,-0.10771602955188463
PC230,RASAL2,0.17354892696868027
PC230,NIN,-0.1228540353720288
PC230,SCPEP1,-0.12067643901163533
PC230,BCL2,0.11551522254143172
PC230,MIPEP,-0.11533441744472239
PC230,ANXA2P2,-0.11198606267831948
PC230,AKAP9,-0.1104069484989377
PC230,POFUT2,-0.10838118768741056
PC230,LYZ,0.10570514575335661
PC230,STYXL1,0.10488296450452987
PC231,XK,0.1550199654714232
PC231,FOXC1,-0.15077710146326317
PC231,KLHDC10,-0.1417399400947813
PC231,SOSTDC1,0.13826547823105134
PC231,BTG2,-0.12885564235079677
PC231,MID1,-0.12507248433429305
PC231,BRINP2,-0.12198676902219563
PC231,DRG2,-0.12178994856245974
PC231,HMGA1,0.11843918390388994
PC231,TCEAL1,0.11729161852048835
PC232,CEP43,0.14045396431934912
PC232,NARF,0.13343688125522932
PC232,GREB1,-0.13301415645021591
PC232,SLAMF7,0.13078131024864456
PC232,TSPAN2,0.1290454042687929
PC232,STK26,0.12701090971830345
PC232,RPLP2P1,-0.12028503038192098
PC232,ZNF814,-0.11383447251853136
PC232,FADS2,0.11345771537727599
PC232,MOCS2,-0.1114497714705081
PC233,ADCY1,0.18301250845393982
PC233,TESMIN,0.16473625742292522
PC233,SERPINB5,0.16398165112456153
PC233,SLC39A8,-0.12626024014513712
PC233,PTGES,0.1249554622067836
PC233,AKAP9,-0.12335669224753724
PC233,FADS2,-0.11518362132081691
PC233,IDI1,0.10726895961655225
PC233,MAGED2,-0.10680228722756127
PC233,ZNF814,-0.10650231178362007
PC234,KLHL29,0.15963088941092207
PC234,MINDY3,0.1458403505637128
PC234,NCOR1,-0.14042715719888607
PC234,RABEP1,0.1395923601083151
PC234,SFRP1,0.12404047214521624
PC234,SNRPG,-0.12309697420751355
PC234,RBM38,0.11804393895594245
PC234,GAK,-0.11801201324191901
PC234,WBP11,0.11636414958759757
PC234,FOXC1,0.1161753769623561
PC235,CLSTN1,0.16398856677723606
PC235,POLR1G,-0.1556417457799648
PC235,PADI2,-0.15383934178533756
PC235,DHFR,0.14429051852161334
PC235,NOVA1,0.1329123538272171
PC235,MYBL2,-0.1325826394887258
PC235,ZDHHC4,0.120807062918484
PC235,CHI3L1,-0.1201195858364877
PC235,ACOT9,-0.11920635803804748
PC235,RXRG,0.11772227193766517
